"x","y","id","model_id"
0.469387755102041,0.568430034023421,"small_noise","close_points"
0.510204081632653,0.600753526762683,"small_noise","close_points"
0.0204081632653061,0.0431940118705338,"small_noise","distant_points"
0.979591836734694,1.15908217292302,"small_noise","distant_points"
0.0204081632653061,0.376648631590271,"large_noise","distant_points"
0.979591836734694,0.821020638292611,"large_noise","distant_points"
0.469387755102041,0.593624914370433,"large_noise","close_points"
0.510204081632653,0.270486396002441,"large_noise","close_points"
0.0204081632653061,0.273276852822711,"heteroscedastic","distant_points"
0.979591836734694,-1.05234998996002,"heteroscedastic","distant_points"
0.469387755102041,0.594614603504763,"heteroscedastic","close_points"
0.510204081632653,0.0128834813454203,"heteroscedastic","close_points"
