"x","y","id","model_id"
0,0.00831187634479443,"small_noise","close_points"
0.0204081632653061,0.00884670554023578,"small_noise","close_points"
0.0408163265306122,0.0578588692910099,"small_noise","close_points"
0.0612244897959184,0.0779137355251592,"small_noise","close_points"
0.0816326530612245,0.103947208212444,"small_noise","close_points"
0.102040816326531,0.115008704168662,"small_noise","close_points"
0.122448979591837,0.160997537438853,"small_noise","close_points"
0.142857142857143,0.165923873821954,"small_noise","close_points"
0.163265306122449,0.193528491446664,"small_noise","close_points"
0.183673469387755,0.225755766075359,"small_noise","close_points"
0.204081632653061,0.252676407469614,"small_noise","close_points"
0.224489795918367,0.26209420159179,"small_noise","close_points"
0.244897959183673,0.28452956062403,"small_noise","close_points"
0.26530612244898,0.323630168605735,"small_noise","close_points"
0.285714285714286,0.330286129814206,"small_noise","close_points"
0.306122448979592,0.372046898948559,"small_noise","close_points"
0.326530612244898,0.396542325807129,"small_noise","close_points"
0.346938775510204,0.421634361878253,"small_noise","close_points"
0.36734693877551,0.428421819883236,"small_noise","close_points"
0.387755102040816,0.445808405307235,"small_noise","close_points"
0.408163265306122,0.499692440361683,"small_noise","close_points"
0.428571428571429,0.518585991477702,"small_noise","close_points"
0.448979591836735,0.538332911135319,"small_noise","close_points"
0.469387755102041,0.564041321171019,"small_noise","close_points"
0.489795918367347,0.594964908868607,"small_noise","close_points"
0.510204081632653,0.614055981817532,"small_noise","close_points"
0.530612244897959,0.631988945936856,"small_noise","close_points"
0.551020408163265,0.6542946009375,"small_noise","close_points"
0.571428571428571,0.686421255577052,"small_noise","close_points"
0.591836734693878,0.717697416210542,"small_noise","close_points"
0.612244897959184,0.730525147753327,"small_noise","close_points"
0.63265306122449,0.758414813987299,"small_noise","close_points"
0.653061224489796,0.779935739383906,"small_noise","close_points"
0.673469387755102,0.810656254434203,"small_noise","close_points"
0.693877551020408,0.828291784321993,"small_noise","close_points"
0.714285714285714,0.832242202469597,"small_noise","close_points"
